tier,rank,puuid,leaguePoints,wins,losses,veteran,inactive,freshBlood
MASTER,I,pRgIk7UVGZVoNkZqWNUIwhd2konY04fAa_S1Bn1lJldstCj-iOTozo99V4Ut_iLsvxLGlWyfrAD14Q,37,208,181,False,False,False
MASTER,I,bek0Yh8-9T-MntOQKePR1ganYkzcqNGsMonKFlhtWb6iHdUFCXfiJzkAWuA6pzU2xjBvzGMqPkBYBg,20,175,162,False,False,False
MASTER,I,Cr1770qcJyU5rDE_DCpABF7aVmCddFMBCHZ4sqPFraxF6eX6zNkqwcH6-82CEno2Q4Lv3cILM9Cvwg,37,55,35,False,False,False
MASTER,I,GK3fRvDoyGRcBRuxU1IRNbIjbu_CqmlLCBCwL2ogYO4q44E0kCn5Ao-2A6N2CmORd7WQF-ANggf8jg,140,85,69,True,False,False
MASTER,I,OvfkeOhvmtubLckIBxPNITb29O-KzKg5_ZQpI-OWiFOUV3oN17hehZqTf8t9_HQUMiMIkkSY_iqnQA,261,75,26,False,False,True
MASTER,I,i-OW95YvEDRPvYEfGYaQ9upd0N51RfELHuTF-LzboqMFYb9siaAutn2V4-WdGjY_FvOXfAQiLpZl8w,217,201,199,False,False,False
MASTER,I,KNwxe2ZIGtBZx7x1uug1F0wq0cdWuu-U3JDMKcTuozlKJFE3Qznb8l36zbiHBP5jy6L6pNVOt05-8Q,236,501,498,False,False,False
MASTER,I,hvhUmRmmbyQTrV-ph9s8Ghjz4SIN-hlutOaF4CjWga4mcUgjscilg1slPiCx7mCDDUP1GYLODcUqAg,81,58,49,False,False,False
MASTER,I,hcuyrioDgolSznuYDI0r2CeQcHLV-IcmwgDn3ZURslPX3m8WshbCGD-2ye74VP5Dpsx0GIQIbtwdJw,114,77,54,False,False,False
MASTER,I,3uvB8Lt10wsgfR9ZUUu5MiTUTKUfKSxHxnA3opUL8MZNFLA5YBrzoSvVfJYEo_N-1n35Y24_1ISrXg,321,79,58,False,False,False
MASTER,I,JgQl9cnsioM491pAXza-jgSA2ePERyeBn6b6UAAvn4kpkQipSXgp8H6dUo0gitSILlUHou__yJcTrQ,285,349,337,False,False,False
MASTER,I,TFDMpfoLIUO8USxczRojMRknGAparvCREFfhFJM6615Bstj3mxXbNVaGVPyDuA_0ZxtOM9It2-r9TA,261,216,182,False,False,True
MASTER,I,1L6LbPnippC73juJBkD2P0w_olpRx2qDmrmeMcU5rNs3iotw5metFHYeJxGDogzzkyGIIjEIq074uw,304,353,326,True,False,False
MASTER,I,VP34JhVedRaV5ocfnSgsDnudB2NVyBDdLwD1cweAT3AbYQ7csQ5nNZI9BxZYyEBjqbTsjWwn-0BQgg,304,433,426,True,False,False
MASTER,I,8UsNXIScu0Np7ISVaeOolu3DZ9fQAtc6uUtp0GFttHGnORUcdbvL1H_kB0VgEvZr-V6SwyQFXcyggQ,2,39,22,False,False,True
MASTER,I,cvlvMG-YW-4a-LkZ0v3jk-ONAgtC__nNunC7PsnQ-QR22M37n_FFonSow6amL1leYOB_RCOUgOUFKw,60,177,118,False,False,True
MASTER,I,D-yxJdqYq7p3muxF3nkKwKtKWYBw25EUNgSEoK4RTVGhfBmRIGeJrrbBN4YJYI99yZeymeOM23Uhzg,428,138,121,False,False,False
MASTER,I,ym9qh0MxqobYisih4qa0BhrEmRszCh29QrzByFlLEVoJ3-uMMVYKTp0NxBCQ924-lSu9YOVn2JatRw,284,331,310,False,False,False
MASTER,I,zfzlxSeVTF1hI_vcCDCNsH-6RRL1Dr9Nuk5FFRGbIDYD-BOvMPCZRp8BbkfI2FSeRIF-AF9lb_gm6w,0,421,426,False,False,False
MASTER,I,zXCgL5jaZEmI2CglmhoMs0IvkTLu49WSN4oI9EBarJFq-XVRgKDjy_mhWsVp0x-OjoS-wXAsxBJNGQ,395,443,438,False,False,False
MASTER,I,uY7PQ1z7fl1gNG9BRq4Dbz3eJiDwoqudSbjjx-aY6lc6FKb2qnuoZnEZ1K6Hpql6LZoxNg-Dz2IqoQ,106,43,36,False,False,False
MASTER,I,A8kkbe80un9upVjhjPBf9wTGHvOxTdxWnsvAkNapEpOFa8wduHyJZ09FTB1KXB5zbkH9WRe0l3yp8A,277,419,412,True,False,False
MASTER,I,wiyNW9tdqarQoPx41BmbL6eIiEXOQvBRHz9_l8OHIoV6WveZBvKfPzE8d1Usv3XweiYH1iSQ7O_3EQ,58,114,121,False,False,False
MASTER,I,ouz723A-iwNwqZ2TYjIiNLVB2E9qUF-T3mOPh_jBQdO4zFlKepjj3xrfCarcPJuJchET2TXrLpdTfA,45,175,179,False,False,False
MASTER,I,uSdkZPPNaSxKfcL3RLj5nBaXDOk6KQpKs9a91Wclx7_bsrlOvVKquJzUAfhc9R-G7FINcd2GKNswBg,109,52,31,False,False,False
MASTER,I,1GVMfxH2QwJxKxc9Ghj39xLnY396us9640juwG1MHESLo3Yaf5rS6L3chGu9HhI19CuueNTGfg3f2w,23,124,125,False,False,False
MASTER,I,acN5a4zlMk5RVquWZSK7FEl0qnwSlYXJ-HzpFMmhMrBlAg2bzZqR5qM23eOBrNgfsplRBHhjrQS9nA,4,75,63,False,False,False
MASTER,I,1aOG6m0NFm81fcV3YIquB94zlEIa3FNRQ5K_Wc9OrUJv-kaL39H4v442Gt3ObevCup0beAwUxhmnJA,31,139,131,False,False,False
MASTER,I,7C8lGOpZJwBjAqCFONBpTBfGSerWhzwYu3BTHKTAzbg5LhWPRcH1dNuz6hgyvm4aGXpnE69ydbw2lw,17,691,660,False,False,True
MASTER,I,q4gq0t6FDkaG2l0rPJFBD2IKoB-BBmvAYNTaUFu-m14OqneDdrAJVySE4qw0pLoKWQrk2hV0GBIOZA,10,177,147,False,False,False
MASTER,I,5FqRmNbiy9cMRgaQreDEpiMZYdSNgpsWiX7B1lmcxBDVzhr5d9vD8X5C9ZA-cgKzEkfEgx-hGwFWPg,143,313,278,False,False,False
MASTER,I,DBCfOsf_6mppBZsiomn_9xgMLOStxw-v80t6jl9NFohmp3GX5AOcmN0D90VohzdOSJvxVnmBJfgang,427,117,98,True,False,False
MASTER,I,h7AHt_hyxM9LJUjOE92K47LnclINkG2MYDdPfUOZRuXyiQ9O4VDvSZ1Amvuu1vXlNI-OWNrA8gzAlQ,318,71,17,False,False,False
MASTER,I,1i5XTGR_TYH9WCJeJ4MLBsrNLs-txcpq_Tzj_TeS7IwQomhIXEuObx8RqwoZrsfGHiAfXSyqpOv2VA,11,461,398,False,False,True
MASTER,I,abRz0sETruOavkuG5TS2MHq0133GmY7D3M_9q9OtKu74ChwKJEsN30BtsxiS4swP5ZTflupyfzlBcw,4,363,340,False,False,False
MASTER,I,_mw2sgVdLlC2V0UHPQ_05752A2zML9mAXTkVYErDalufVcAF9HgeLoJd4yzyA_WRgsivz9Q3xMzASQ,495,289,272,False,False,True
MASTER,I,K7EZkt1X_Xgry3oxy8kGuy_E-L8jHzCGLuL7ghX0cT_5F-f0vp9XP6FwY9HxCMRXizSuW-UxZEUhyg,21,136,118,False,False,True
MASTER,I,1vA9TX3zzsQn5Dno2IZ8yoacPsRzeccWWdT7gLwCDOmYgMulnUCR58yvCEIZk9XKkFyv9_ko8zl65A,1,36,32,False,False,False
MASTER,I,evGeGlODCNk6dbO0gTNxAz6xmHLl55cLBeOik0_yRqZS2BR01m3tGV3unG3c2INithI9Oh5yg0IOwA,100,41,30,False,False,False
MASTER,I,Y7JXReWL2dLUaZ_MqB1b1lw3Y6sU_EdfSl9eP4fuXfrltdr-BBEfmuQ2avkYNDgGKGslbSxSGD_aPA,66,92,82,False,False,False
MASTER,I,BqbPxkXkzA7V6DJ5NJ_BuOPn6dTrLWafEHI_7rcvPdXP7qqit53jO-UXiHyc3f-_p53rMC40D0ymIQ,35,97,82,False,False,False
MASTER,I,38uFBM1xqJCVOKtn9yo1BZDUlsU8OVUsnDN4svC0X4mgNNR1CyMDSEfML1_36WUntySd9x9vIbzWKQ,240,627,625,True,False,False
MASTER,I,2N_BIF3uLbwyKBsTfJLixJHJ5KKVhbiyVFgYHT9RH0mpDtKRlEpbYOn3PTE0bGH--o8b4mjD8k30JQ,7,68,35,False,False,False
MASTER,I,fsqJIC21QUUkCPJNa2nlru0RUo_yJrDCI2tCWcn-anJyW_Czxu0krKQC87FlTBKKtn3f7-rVGSqrBQ,5,70,39,False,False,False
MASTER,I,OoCqg45TIxLvZnsRBypA41cE22tpJvy2ekWG6dX5IGN3_OBuzzIGgOLbmwVKE9g5OFyYivIv_7zIDg,347,148,119,False,False,False
MASTER,I,xupt_qJKRcv9vY-zaOcmEbvrL4-1mJnfyMrolPcFqqHa3SjFO5dviu4CSMaxRxaMFqgZUCNbxjaJdg,245,178,148,False,False,False
MASTER,I,e39VYQ8YSAt5SZQ6oLrhJ2CvaguXWsMyT6kDnsG5ePdR6GYureWBjnqERHFyjznzhobPSv0oBUc_EA,145,472,506,False,False,True
MASTER,I,Gf5VVhrkJVTZ9J89TYpPMu7ShsS4W2DtMiM-xewkkZOJTfPTBl8FDR18xEnAP7o8AEdw6gSJ5lU5Ew,18,198,181,False,False,True
MASTER,I,Fvz-HObWH4rrMR7Nz4x9-htIi49-EhKLI0fpOFLeDZ3cxOXpGDr3x8O48x9I2By45Lirfa_oUjqXNw,216,185,168,True,False,False
MASTER,I,4izCpiQaNrhML8phb3KLeKm7QAPoQSmtZ0T-qLntk-hM-UlPjLmqfHxZbr3t5k7ZIdkMfSMiU82dMQ,35,207,192,False,False,False
MASTER,I,h6ajQomPJdK2bpWKHMLqfszVmzfA_M4RXQh1RZbKx-gWRXlzyKlJgojWzB1M2tC-aVeiCDLID9JNJw,6,73,40,False,False,True
MASTER,I,c1p9eQaAWKBsdR5hbEB7LQMBblJqK-tpi0jJofU3otd5gc0KtLZ9rl5jApUTqU6NAwZ6PMeQyVk0eA,369,491,460,False,False,False
MASTER,I,TJfqN9ytXoDy3qS8xCeZ-um3xXGJr6P4cieKArv6-LIjp6TtKWwGmPUfPlvv14HSLCUhNIop8rbGXQ,20,32,31,False,False,False
MASTER,I,3J3ozG2aFiX88SfVlFS4pQ72jwzZQAHFlK1Pbh9eWV4b4qRJ_nMQZ0Xb_fLDrBMb6xrRPS9DpXm9Xw,85,211,202,False,False,False
MASTER,I,Lc7NJEo7no_hqYOzHSKF6GgWnVJv5m10e8lLlX7yscjJTqmevZCgY3LbgFhEWsHGv3jcDYBPXsd-pA,68,491,476,True,False,False
MASTER,I,dMoUObSvOxLmN7g_w1vCPOSDT4zi-XXKzUnqORKYzi2YBODQkavkXsQtLabGqeaWFIi7FC4UV10Ixg,174,101,75,False,False,True
MASTER,I,QikTQXJd4n6YggCxVhyqisf2WpIpup_CI7CcjljR_NZH4h8FFu4C2PD6UGHAWBUGM2noq05lGKrvBQ,299,65,57,False,False,False
MASTER,I,DN_1sEazVMmTcnbPxInnVvGKsF0Mm1CLO75PameIJYKCF2vgMGLFOO4VfkJqVnXN8SwSAMS8Bd_ZPA,189,534,511,True,False,False
MASTER,I,5Zs2aAVMvfHYrFyD_LpgmlQXbKtlJrl7Ca7KTZ0E778-K6Tnb-zibk_53q15dasvv3DXU3NAtgGTbA,214,456,481,False,False,False
MASTER,I,fUnp8SnonRmV1-q2bwwUOLPD_PW0S3yNAnuL5mfaZuHRoemgWrVRpGgRY2w89Ol3QLeQeq6oqjTOXw,339,136,123,False,False,False
MASTER,I,vD9WlUboJOWyz2UCxqTEJkKGPkfx8ttFuijKndIjCJceopl5nnOjPWymir4t3WFd_bPNlzcDYjBXfQ,195,486,452,False,False,True
MASTER,I,bSsIk8SQcW1h01Mz1OCrxMP8rZpLQ0EDC1iYAbuTwaqbi9sHOa5l9h64QNWOVmRIqY3lywUmOfjBSA,37,145,144,False,False,False
MASTER,I,OVWvoxKxJoeyvv0pXsLGmQxB6EJvG0BH5g8QYmv3MUqJFj_CqYMXijdI1gq6QfzLN9IxNwrHkH50Dg,112,325,311,False,False,False
MASTER,I,WnpbsAlbFSS1JLZUOonWVqZADDhTC4vJXeZOWA6a5PzcLU89onj81JHbkO5balzfoWdtZCpjCtJpvg,36,248,245,False,False,True
MASTER,I,kVJLjFOstMbZeaHePVF5kB3SBQP2Pufb_9kuBFdt6G1Y-1_YbcpVwG-WNbq_mHlFvMCO50JbZk-sQA,33,427,460,True,False,False
MASTER,I,HePAd2dec1mEtuBlkfI4DJlaLFRKLDH4Naq1mbOdYovUAALCse8idq2nxevNOLu_Mwf8RNVrdOqTJQ,1,151,127,False,False,True
MASTER,I,Nht5d8TR67fFwc8cHdzU9XP8ElgAmcr_fSeRrl-DK-u42h9QEqgko-CyVGll2LzebgWJ89yiBHymow,201,83,68,False,False,False
MASTER,I,TPJnk98EUkJl5RINhuifCxPRUEHXn3oCPRzFNga2kwdP5ckWF8jLyKKt_AMzZPX6Id1zbiQBgqXJ9Q,27,134,148,False,False,True
MASTER,I,rHJ0CJSFU36zrPVzhiF3CqetnLvRkc9O1Wcj4xBzrTMrOuG9vvcaq5H67QC-RM_SNWxAQLG9Y2HXkw,248,220,216,True,False,False
MASTER,I,rG8xHgrdDPhguCn6gkmlfE-8saMlSjOMzoNN1Fu1GHWAd8zxE5GixUdIUfs7h3YuEUNizozyRwf41A,38,61,51,False,False,True
MASTER,I,JGCeeXgei0rI0eIiSxu1RUkbI6umyv05N-o2yycFEceB-68cdKq_lAbtfe_BmqvSJc8YM8LCvxBY1Q,53,286,271,False,False,True
MASTER,I,tMPD1cWJAlzqJKlt00x7hV1RTElYyruTGle-nSw7fI8t02tV6lx4y_zUdvflHGTGQZ_A-FPqLrHciA,37,306,298,False,False,False
MASTER,I,2a4ljfYwV3SkcsCmv6XVTd1sAgPw46UM9djFuaQeKQlSt0yBTyxvUr08hM7lQR48zLL-I-rdYW8udg,246,255,248,True,False,False
MASTER,I,rbaPLP4GWz0OGqkX6sBTMor5R3ZeJwD10Id9kAxPLUEPxigAPOv76ErRbfabLo0iOvn6SEYeVbAEEQ,58,172,166,False,False,True
MASTER,I,1QqDuRCjgsseDMLq63dLYKdz1OdQ_qWrLcQJLahMstMdoymXZQiYMUZn8Qidtf0UDf8oWn4WD00pZQ,78,379,344,False,False,False
MASTER,I,eOxAlzlV9a64l2byH2oJf_EK7WGiHGIE4LXEzkFHYsngrDlgMdK5FlZs4vqKODF5NfHpL3MHmqs-Sg,114,195,193,False,False,False
MASTER,I,sgTjk42yNPX6gOxV6ktYWJ35aw0sCl7BI3ShffqteY95KesbHCRNzjNObo6l-DyIhXjC7iTS5zJrIQ,0,214,194,False,False,False
MASTER,I,bymrpblhnYtCM6zOqMNSTnkcuHopGSthvCF6y4Sficb2A8Y7sqdtMge9RUdoDor-OBpP3YxUTZO5Hg,19,78,78,False,False,False
MASTER,I,0jmPyIeMlaqWkfVwkAwlDYFdAunPwqjhsVacbhUjmNX9axAZuIRMS6GNLBVVdvoUvNbzhHLHKdL8sQ,5,93,84,False,False,False
MASTER,I,YGOnAwb7UbGH_QBJbzcaXDFdUUDcrUE52DudMuU6HCVT0N6Fa1E4nQ5eyYXAmw6TcIg-rTRCp8PzKg,285,172,108,False,False,False
MASTER,I,0MO3RZO-9jNBxRIgs_s7aDBhUgPqogYCYE87Oia1w_gdMSwt8qO6us97vc0XBLVMgNTFvH7ara2RXA,23,44,33,False,False,False
MASTER,I,dEajR139yXSkEPf5X2h9H120szz7XgVwT38IAic79letN9bwmvaWEsEQRaMqUDBtFJNJq_jYzPABEw,289,161,108,False,False,False
MASTER,I,-4LQ8JJNcamlsDJyh8O9qLCHEbXZfogulB0GgiT9aAoiJDbLWaPc3BJwkTbhC4u7QhbWSVrVGRShdg,102,246,244,False,False,True
MASTER,I,_qaOBI7EhNsuBKNVaLOCqvhckaHFM9UwDK1h2RWJ16lQPgpkh72w-yD9SwtAo3I03V5K7BiIByu_-A,14,118,103,False,False,False
MASTER,I,4Sh97_5p9QPVTr42c1qCNXA8Gz0hdLD5-09IVZjzTmKV6DclvoUg2_k9UU-NErYXV6a6jYCShpErig,6,473,435,False,False,True
MASTER,I,A9LSenHRGucqrVadofHGhhaotDdboiGkYkjHoo4uhXEDgbHW-A_8ZsE0eqXzy2zMJ91IcvSSvUCJYg,54,75,68,False,False,False
MASTER,I,UmuKC0OcPOzl-mdPnHCmVkHXQstmTT-ggc2bECG4GichcXgXO8z-3jYEvhM5NzZNidObhLe_e3lovA,208,241,236,True,False,False
MASTER,I,PUmbbL2vOTR2ZtmiV4Ub0YpPz-XkCuwXF4LGqasEVMnKk6UHpIToOz4hTOFEJ1QYpbR5-1xNU9P2-Q,261,99,83,True,False,False
MASTER,I,VO48b7Opt36eTdLFCpiULhu_V5s6_W4gtctAP8tRgcRUZhVSUEBFLIF17c_UHRhewMF1JhYjE3QZbw,83,1090,1153,True,False,False
MASTER,I,PmN3DkWmQ8P95KEbzjSbTATP7RU9q8kcPOuzDzjVgzqsJiBMlsz5VncSgOKoBgPHRyzUvvcXb6ohIA,360,87,52,False,False,False
MASTER,I,TmjVJjCb6yGZiMspkGvhGOY13fkMg_cvJFEs4MvgAHjCWgsKZZdDGkk5SxsNvH7OOgG46EtwQJte7g,0,486,467,False,False,True
MASTER,I,3QxCw9IOkemq1N7cxzxnzQBEYdhYJTC16oWYsK_rhZvIPSWmuyz7D3SG2Lg20gwkVU2KyeunEHmH3Q,39,356,361,True,False,False
MASTER,I,VTnMx7jj2HpOQ3sMf1OVcQQlqFJDGEAyOc5U3L7jOYDFWJfWRh-w_kL4JxIhqeV1q3gy1NzXOY9Ysg,33,348,350,False,False,True
MASTER,I,P_WvX_nZDr93XwV0p0zynJSfA18TS9hcx9XkvvLYb5vl4GBI_wQj7oMzBJ-f5h8j5Xq8cxCojuRUGw,38,40,33,False,False,False
MASTER,I,CSMI27aZ-6sY1qltY_mzyIBMubZ1fr6bsR4IEWOpPzk0pbqWThVCaQZSID5nJ2wCFDD619DzL1i6Kg,90,251,261,False,False,True
MASTER,I,Oud08-v_rSK8dAcCDejyWwjxi1oA2gX73mDPjOWnMpJ5pQ-jzKHzLX3py_MQSTs3g6NV6rza8ZXasw,342,58,31,False,False,False
MASTER,I,-pZJVf1rYqi4K870n7QD2pkVKpxoQL7Lw29gj_657jLee6k2-TtpnocULBQKuSowJucp1cY6mRrf3A,306,699,685,False,False,False
MASTER,I,bnTLAULLcbTw0c_vBPaXkzAzkNDBrrucHJPc42Z_VjpnvDJoEFcPbuxdkUaXlW3dXmoZhK1pqNoxVw,44,218,201,True,False,False
MASTER,I,6iCVv5IUC3B1x5E8g7v3tEeTTP7AOaaqEuYdzwKEf48fZoA-qdOqXvBaFTfvfbY6y4Qw-HrGosHMWg,253,431,440,True,False,False
MASTER,I,BnGK69yIFpXz_LdNdPVR-xujf9fV1ehOZKtEZ-4ULai8rg16cizNHI0xc0fExMBlKwjvErm2ue1O6Q,82,79,75,False,False,False
MASTER,I,Frz_bnYGOoIWW85l67L3nGyOwfbkM_0TbS9JSReDUDvcziT87hdsY8M376Z7Xt5Mc6JHOyvXBwQsLw,391,196,188,False,False,False
MASTER,I,rM12hBnWx_Yp-IcIOIoBEn4mNRCBLnxIlaAbQF9bL8ctGMn9Po6qyWa2X1aV2PJOyaAcOC_JYQf3qQ,412,232,216,True,False,False
MASTER,I,xKjhiaugmVOCaqpMWGMTeFrMsglIi1Zl3g4ZZ0AZsC3x3uvPNpPO874a-DRdJBnV72qdzPYjxlqD1g,26,303,292,False,False,True
MASTER,I,MICqI1Lyad1Nap77rp-rTarIAi1MviT5N6sSv8MVacOSiJNgK4SNvUw6AC--Y3Y5aTf2vpiY6Xqqhw,19,91,59,False,False,True
MASTER,I,0fUt0fMbablCH0QtN6Nypwu4S2Yil891-Eo4VyshT4fBDzdXxmAXZ0K8zPpBox1sF4TxmFv1QxWNvw,60,213,196,False,False,False
MASTER,I,xcQmxdvC7_x7LVun5RAD3ggOQASPjSVvqNN-1wvB9itY1peai9CMG294C_fKd0VBiZwZ4jNMrrevSw,158,66,55,False,False,False
MASTER,I,3pluQDkyez9Lh-Imy_T8GE7lpRte4q7ARXY7ZwRVRNQ_mjB-NYjz_jnkImTJOtygvXAbKmcqtkuQvg,328,104,72,False,False,False
MASTER,I,cbmcrvH-oMeBI5M89xjjgvFkSGqTSMmScSUg0rlDYtTNLMtYmZTnin_kVIKBiDmEwfrLWgxxCO3lWw,74,299,309,False,False,False
MASTER,I,V7g4nbd8ZFS068xkkDFACtNecjRGKx8g5j-DemmGVflRhucdGT37wZxzwa-QNAaXpVLc2QLfUmzb3g,93,160,122,False,False,False
MASTER,I,gNC8EsZVZ5N6EliICMSqqkQvxY0sNUsVQPzD3-nXD47Hts6VgdglyBoVLCPiKyrbe3YOOq0_yA6jHQ,3,51,65,False,False,True
MASTER,I,QNJ0bjGGKRczqLq942jS_C0IosbAcCEVuroD8W6l-zHiryzfBSHEPaGrZOz5q1-F2CnY9nJ0tOuczA,18,237,235,False,False,False
MASTER,I,aXscfmUmocGmdN9SfKBCJHLYFtXvZwvsgUQfVrMYfqAiPxv5SUQ8LT-tiSzaiP0Zj2JpvKrd8T7L3A,508,330,310,False,False,True
MASTER,I,pfL3EZwkFgwC8t4oIA4C00_8xRxDrQ8141VcYn889PLRaYonwuSpumU4I8qDC2WvIZnqmEquxXSQ4g,148,163,142,False,False,False
MASTER,I,4skE5V1BmnEnVAJuRGbb91FQaScQNGxw0KvgN919WZ7ZgW5r8-zDphlTRET5ojdONFwbD0e9WZ5gjg,117,108,107,False,False,False
MASTER,I,QMjBXMkBU33Hz3OSI9QUDOpTVNnvBVhy8Lld0vZLh48aNT3dDo6Mqul_7_je_PHLDvnGAK-Qap1Uuw,85,35,14,False,False,False
MASTER,I,GzVD7UC03zNT8VqhLHVG9g93XFUXnaQoTX3mEW0ZmIGZq-MF5oNdnJYakkmZ1f3irToZ1Yk6bH2iyQ,83,302,276,False,False,False
MASTER,I,sSKQy7aQm0OCVibVIgnrJjLfLrF5A8kovsAMH73PvcYe1QhBGCXb0fweXrIZcFrzHoN_FdECO0DKCQ,251,328,310,False,False,False
MASTER,I,OUyBUph8EGk6KU06v7WuInCr8_JMIrcJM1exCdM6JsduzA-rsKMSTGCqSxO0UPvl5VCrEwx8hPvENQ,32,144,143,True,False,False
MASTER,I,zL9jH3rSPNlLwXcrsQipy5Z4EZsWQlhBfLHtP5dZWNHtIBG4Yg4mSGMi-rAGjJKcSR6GUj3tsauG0Q,62,43,39,False,False,False
MASTER,I,rPP8Jp23Y87qTVUUTdtcIbx927LivYJNgjdpxIlVDa5m5734zkP2fx68EKY9HAAwizR7rS9EtdDxKw,157,185,187,False,False,True
MASTER,I,ZqFplxkZK82ox0aQRN7VeT-AKX1MSF5PW0tHIb80xd5QM1WmBUvYxSwX7p-qwAfxxyyeVnt-sIDLZw,5,376,362,False,False,False
MASTER,I,8soJ2S48qduEYVD1MTW8gWHQ2btHvqa7nXcgwzQU_SWB28LnmbHJgZy_AOGaa3a-ryJbm_FbyNxkUw,307,148,122,False,False,False
MASTER,I,6lgKyYZJZn8wPijTWcEQ99MgdzXvo_mRrKVPNn2PcZnmpFTblhzi2LCeOQFy5Q_NUNL3D6jiqcY5QA,51,168,121,False,False,False
MASTER,I,-VGpKyRYqyWL_07ot681S0cmgh1k4pJFK6qSo0FIdQrBEZ-odK9myzKsaDPb-kQ8LVmUytIb5iph6Q,1,37,18,False,False,True
MASTER,I,T9UkayS9xCph2Mklf9MS59B85qablRyMDSk2NHfw-pxTGMgVKl6LG0jHHWQWPbwp2gaqdfdy_68JNQ,268,66,51,False,False,False
MASTER,I,AKKsf3x4fKHVxIsIHQfBwj_Ykp285FGxpkygQ4Z8RExbQVADAtPkIR7AlepmWu42rfnvpi4iQuGFVg,18,301,266,False,False,True
MASTER,I,pq262sNuJDhL_3OMhvRKZpWz_xuS71tgqbXXBf9v0kqpdeKDbZ0CFlW_Fjr0xo4RqqxECwe6oSpNbg,75,448,449,True,False,False
MASTER,I,Z0frpKpJYJ4ArwsCBWK6lZltY7Oqs5CDrpJwbZA5QyWE-9zYAP7msLhsIJRcxKQOA2oVX19BaYnS3w,0,378,365,False,False,True
MASTER,I,GRIdYI3Ee1ccXfezx8l2FSPLznt-mJOWKtnpJnUnzXWRSjke1P92AQmeEHrMkBqTxurrZWiK7WcjrA,0,323,319,False,False,False
MASTER,I,op5uQ7aIXB0dQ-PYRHH_Vp32Z5xZwpFuLrvnZQJNLDrp6igJbgZjwIJgfHhliyTDvc5UWYLZg9Xavg,68,204,157,False,False,True
MASTER,I,6zZlqHRyKtuwxsZ3xJLYCM5ZAyxtBWd5iwMsIHNckXLTsU5Fo8FkqUBJQ5JgvS9iS4pA77X3wFr6Gw,304,129,113,True,False,False
MASTER,I,eBN_TBQReR_6Bi2hBz1Slyhkr6CalhPF2d0G_I7WF--Vq5ExnF1gtSc2MkHUf7VJy2Iyw-rXHAdLRg,95,67,44,False,False,False
MASTER,I,cvqlKFCDBfW0NA97pKH1_eXnJ-vW3mF0Ygx3slVAhaz61pgWExNOIVGJakjf48Ep4vBOH2G2SbO7Ew,376,138,108,True,False,False
MASTER,I,pcxXnkTSG5160D1MK_1vdyL-OckPiCHCKCCgsPCHWLIBvavnEtocs-j-7hcnbHclnqLzyzDtIV3sxA,87,167,128,False,False,False
MASTER,I,XtnYtIb75ftTSPP_y7T7YqHRAbbU53TxurNM7ZYSBZtfS-ypoBZmjwiGOomniMji7DThCDEqHtVWHQ,1,45,47,False,False,True
MASTER,I,7P02yfsiX035zxImFS_4Br1MtUPxV6UXYkBedvvO4tsZOWS-fAe1p_GNL4yyTRy9g4vk2YD8wL3rMw,28,581,594,False,False,False
MASTER,I,QoXjWQefMyPsYoUr1eTDye6dYLppmAdpultGiK2hGwdyaB3hFwxM21OvEXZVSXwTtagioVLmlanjOA,243,108,99,True,False,False
MASTER,I,XuUEAHqDdCH3ZTj3q284EaVdR0ejCDvh7UvvCQZvsMPe3i2RF1KvNfiAWKxEvdfjoagHiTZ2yzKIvQ,71,238,215,True,False,False
MASTER,I,xrRhvHpusai-JJ_xwdSBqaQBN7eacM4hfI0a586KbneCDko2bsT6IWxZuLQF9HBzHG8X3UmMYVottQ,230,147,145,True,False,False
MASTER,I,Mis1r8fvPreJcXzKLrp0etsJRFr6c0qHymtUReeB8FgsFkBRoYVpzsXEBWL8REIrcE4SyOD4FXrESQ,0,332,306,False,False,True
MASTER,I,jkEbzEfHme52wA8qeqF7WQgwWyeyoDJ4sa875F5PwukkkOOKsSu3ewz00ZtL8QlONE_03niiqFrSBw,73,141,144,False,False,False
MASTER,I,iUD5wuKgBcMNkF0jFY-XnmoRjxoT1_dbRcRVhX4Ikuvgvbr1iGcZM4WkP42lPzeEtATPgSqSkZDS1w,34,161,162,False,False,True
MASTER,I,JTt3m2M8ZrdvGzuICn6gOt-OANVsOkfyR1EWc9-iCpSXfAuN23l8DCDqpRwHEkHyGWNrHKbcBQVqTg,56,37,28,False,False,False
MASTER,I,xj1FoHeOyl_0uv9D9V_j5VmkBgtAx9_AOwwogLjcNQvSMq5iKcG-KAyL_uvs1j2cjYR-Mc7JNr-6wg,207,227,226,False,False,False
MASTER,I,E_1dLN8xUUkHGKV_vEEsLZyU0t_wwBefTmlWk5h0dJK_52wQglDP_ZqTBswYj1xa2AZpZVQRPv1p6A,242,197,183,True,False,False
MASTER,I,3xy3PJ-b7cakZw6me5lSgLmsy3Xgtkn6yOHfHf-3xnvtEVNbhdzB-fuCnD-80DpKlKQU5LdArz7vBQ,0,176,189,False,False,True
MASTER,I,9OQhWyS0IGN370r9Rh9sjBcZY59X_FQ-mfi6IHbUWIZmTgOenfK7s0Dyyfjfki4sdlc4atKhLnjr7w,270,142,124,False,False,False
